1.002002,0.012107
0.980814,0.020461
0.959478,0.028428
0.938002,0.036007
0.916391,0.043196
0.894652,0.049991
0.872793,0.056392
0.850818,0.062395
0.828736,0.068
0.806554,0.073205
0.784277,0.078007
0.761913,0.082406
0.73947,0.0864
0.716952,0.089987
0.694369,0.093167
0.671727,0.095939
0.649031,0.098303
0.62629,0.100253
0.603512,0.101795
0.580701,0.102942
0.557865,0.103724
0.535011,0.104151
0.512144,0.104222
0.489273,0.103937
0.466406,0.103295
0.443547,0.102299
0.420705,0.100946
0.397888,0.099238
0.3751,0.097176
0.352351,0.094759
0.329646,0.09199
0.306994,0.088869
0.2844,0.085396
0.261872,0.081572
0.239417,0.0774
0.217041,0.072881
0.194751,0.068015
0.172556,0.062804
0.15046,0.057251
0.128471,0.051356
0.106596,0.045123
0.084842,0.038552
0.063215,0.031648
0.041722,0.024403
0.020395,0.015709
0.017197,0.013984
0.014179,0.01187
0.011377,0.009392
0.008821,0.006579
0.006544,0.003465
0.004571,0.000084
0.002925,-0.003522
0.001627,-0.007312
0.000691,-0.011241
0.000127,-0.015273
-0.000056,-0.019335
0.000142,-0.023407
0.000718,-0.027439
0.001665,-0.031365
0.002972,-0.035167
0.004624,-0.038788
0.0066,-0.042188
0.008881,-0.045326
0.011435,-0.048164
0.014236,-0.05067
0.01725,-0.052815
0.02044,-0.05457
0.023771,-0.055936
0.027204,-0.056924
0.030699,-0.057524
0.034214,-0.05773
0.037709,-0.057541
0.041143,-0.056961
0.044475,-0.055998
0.065414,-0.04885
0.086496,-0.042048
0.107714,-0.035595
0.12906,-0.029494
0.150528,-0.023746
0.17211,-0.018353
0.193801,-0.013317
0.215591,-0.008639
0.237474,-0.004322
0.259443,-0.000366
0.281492,0.003227
0.303611,0.006458
0.325794,0.009322
0.348033,0.011822
0.370322,0.013955
0.392652,0.015721
0.415018,0.017118
0.437409,0.018148
0.45982,0.018809
0.482245,0.019102
0.504672,0.019025
0.527098,0.01858
0.549514,0.017767
0.571912,0.016584
0.594285,0.015034
0.639147,0.011657
0.684006,0.008488
0.72886,0.005531
0.773708,0.00279
0.818552,0.000269
0.863391,-0.002024
0.908224,-0.004083
0.953052,-0.005899
0.997874,-0.007462
