0,-0.02182
0.000185,-0.025336
0.000747,-0.02882
0.00168,-0.032228
0.002972,-0.035523
0.004609,-0.038665
0.00657,-0.041618
0.008835,-0.044346
0.011374,-0.046818
0.01416,-0.049004
0.01716,-0.050881
0.020336,-0.052424
0.023653,-0.053616
0.027073,-0.054444
0.030555,-0.054897
0.034058,-0.054971
0.03754,-0.054663
0.040962,-0.053978
0.044283,-0.052924
0.06515,-0.045235
0.086161,-0.037931
0.107308,-0.031015
0.128584,-0.02449
0.149982,-0.018357
0.171496,-0.012618
0.193118,-0.007275
0.21484,-0.002331
0.236657,0.002214
0.258559,0.006357
0.280542,0.010098
0.302596,0.013435
0.324715,0.016367
0.346891,0.018893
0.369117,0.021013
0.391386,0.022725
0.41369,0.024029
0.436021,0.024924
0.458373,0.025411
0.480739,0.025489
0.50311,0.025158
0.525479,0.024418
0.547839,0.023269
0.570182,0.021712
0.592502,0.019748
0.63726,0.015397
0.68202,0.011046
0.726779,0.006696
0.771537,0.002345
0.816297,-0.002006
0.861055,-0.006356
0.905814,-0.010707
0.950573,-0.015057
0.995332,-0.019408
1.004686,0.019483
0.983443,0.027669
0.96205,0.035479
0.940517,0.04291
0.918848,0.049962
0.89705,0.056631
0.875132,0.062916
0.853098,0.068813
0.830955,0.074323
0.808712,0.079443
0.786375,0.084172
0.763949,0.088507
0.741443,0.092448
0.718862,0.095993
0.696216,0.099141
0.67351,0.101892
0.65075,0.104245
0.627945,0.106198
0.605101,0.107751
0.582226,0.108904
0.559325,0.109657
0.536408,0.110008
0.513479,0.109959
0.490547,0.109508
0.467619,0.108657
0.444701,0.107405
0.421801,0.105753
0.398926,0.103701
0.376083,0.10125
0.353278,0.098401
0.33052,0.095155
0.307814,0.091512
0.285168,0.087474
0.26259,0.083041
0.240085,0.078216
0.217661,0.073001
0.195325,0.067394
0.173083,0.061401
0.150944,0.055021
0.128911,0.048257
0.106994,0.041112
0.085199,0.033586
0.063533,0.025684
0.042002,0.017406
0.020612,0.008756
0.017401,0.00722
0.014369,0.00535
0.011552,0.003169
0.00898,0.000701
0.006688,-0.002023
0.0047,-0.004972
0.003039,-0.008113
0.001725,-0.011407
0.000774,-0.014817
0.000196,-0.018301
