0,0
0.000164,-0.002521
0.000706,-0.00504
0.001621,-0.007469
0.002899,-0.009826
0.004523,-0.012065
0.006474,-0.014162
0.008732,-0.016089
0.011268,-0.017826
0.014053,-0.019352
0.017054,-0.020653
0.020235,-0.021701
0.023562,-0.022527
0.026995,-0.023172
0.030495,-0.023631
0.034019,-0.023897
0.037529,-0.023968
0.040981,-0.023839
0.044334,-0.023511
0.065428,-0.021063
0.086658,-0.018699
0.10802,-0.016437
0.129504,-0.014274
0.151104,-0.012211
0.172814,-0.010249
0.194626,-0.008388
0.216532,-0.00663
0.238526,-0.004973
0.2606,-0.003419
0.282748,-0.001968
0.30496,-0.00062
0.327231,0.000624
0.349552,0.001763
0.371917,0.002799
0.394318,0.003729
0.416747,0.004554
0.439197,0.005274
0.461661,0.005888
0.484132,0.006397
0.5066,0.0068
0.529061,0.007097
0.551506,0.007287
0.573926,0.007372
0.596316,0.007349
0.641205,0.007386
0.686086,0.007801
0.730958,0.008601
0.775821,0.009792
0.820675,0.011385
0.86552,0.013391
0.910355,0.015823
0.955181,0.018697
0.999996,0.022031
0.978967,0.025457
0.957785,0.028696
0.93646,0.031748
0.914995,0.034613
0.893398,0.037288
0.871676,0.039773
0.849835,0.042067
0.827881,0.044171
0.805823,0.046082
0.783667,0.0478
0.761418,0.049326
0.739086,0.050658
0.716673,0.051795
0.694192,0.052738
0.671646,0.053488
0.649043,0.054042
0.62639,0.054396
0.603694,0.054559
0.580961,0.054554
0.558197,0.054438
0.535408,0.054232
0.512602,0.05393
0.489786,0.053535
0.466966,0.053045
0.44415,0.052462
0.421345,0.051785
0.398558,0.051015
0.375796,0.050152
0.353065,0.049195
0.330374,0.048147
0.307728,0.047006
0.285135,0.045773
0.262602,0.044449
0.240136,0.043034
0.217743,0.04153
0.19543,0.039935
0.173206,0.038252
0.151076,0.03648
0.129046,0.03462
0.107125,0.032673
0.085317,0.030641
0.063632,0.028525
0.042075,0.026311
0.020698,0.021977
0.017494,0.02089
0.014465,0.019559
0.011648,0.018004
0.009074,0.01624
0.006777,0.014289
0.00478,0.012172
0.003108,0.009915
0.00178,0.007541
0.000814,0.00507
0.000216,0.002578
